,1st Genre,Genre,MovieID,Name,Popularity,Rate,Year
3976,Comedy,Comedy|Horror|Mystery,142444,The Editor ,1,5.0,2015
3977,Action,Action|Comedy,142550,Ryuzo and the Seven Henchmen ,1,4.0,2015
3978,Comedy,Comedy,142831,Garam Masala ,1,4.0,2005
3979,Comedy,Comedy|Drama|Romance,143031,Jump In! ,1,5.0,2007
3980,Comedy,Comedy|Crime|Fantasy,143559,L.A. Slasher ,1,5.0,2015
3981,Comedy,Comedy,144222,Bros Before Hos ,1,3.0,2013
3982,Children,Children|Comedy|Drama,145491,Our Lips Are Sealed ,1,3.0,2000
3983,Comedy,Comedy|Drama|Romance,146244,Dil To Pagal Hai ,1,4.0,1997
3984,Animation,Animation|Children|Comedy,146684,Cosmic Scrat-tastrophe ,1,5.0,2015
3985,Comedy,Comedy,146986,Le Maître d'école ,1,4.0,1981
3986,Comedy,Comedy|Drama,147410,A Perfect Day ,1,5.0,2015
3987,Comedy,Comedy|Drama,147936,The Lord's Lantern in Budapest ,1,4.0,1999
3988,Comedy,Comedy,148632,Applesauce ,1,4.0,2015
3989,Adventure,Adventure|Children|Comedy|Drama|Fantasy|Sci-Fi,148775,Wizards of Waverly Place: The Movie ,1,4.0,2009
3990,Comedy,Comedy|Horror,149350,Lumberjack Man ,1,5.0,2015
3991,Comedy,Comedy,149352,Daddy's Home ,6,2.3333,2015
3992,Comedy,Comedy|Romance,149508,Spellbound ,1,5.0,2011
3993,Comedy,Comedy|Romance,149566,Unicorn City ,1,5.0,2012
3994,Adventure,Adventure|Children|Comedy|Fantasy,150554,The Love Bug ,1,5.0,1997
3995,Children,Children|Comedy|Fantasy,153386,Long Live Ghosts! ,1,3.0,1977
3996,Comedy,Comedy|Drama|Fantasy,153408,Tears for Sale ,1,4.0,2008
3997,(no genres listed),(no genres listed),155589,Noin 7 veljestä ,1,3.0,1968
3998,Adventure,Adventure|Animation|Children|Comedy,156025,Ice Age: The Great Egg-Scapade ,1,5.0,2016
3999,Comedy,Comedy,156781,Jimmy Carr: Telling Jokes ,1,4.0,2009
4000,Adventure,Adventure|Animation|Comedy,157296,Finding Dory ,12,3.3333,2016
4001,Animation,Animation|Comedy,157775,Tenchi Muyô! In Love ,1,5.0,1996
4002,Comedy,Comedy,158398,World of Glory ,1,5.0,1991
4003,Comedy,Comedy|Drama|Romance,158882,All Yours ,1,5.0,2016
4004,Comedy,Comedy,159069,Comedy of the Strict Regime ,1,4.0,1993
4005,Comedy,Comedy,160567,Mike & Dave Need Wedding Dates ,3,3.0,2016
4006,Comedy,Comedy,163527,Comedy Central Roast of David Hasselhoff ,1,4.0,2010
4007,Animation,Animation|Children|Comedy,164200,Storks ,2,3.5,2016
4008,Action,Action|Adventure|Comedy|Fantasy|Sci-Fi|Thriller,164226,Maximum Ride ,1,4.0,2016
4009,Children,Children|Comedy|Drama,164707,Go Figure ,1,4.0,2005
4010,Comedy,Comedy,167018,Why Him? ,4,2.75,2016
4011,Comedy,Comedy|Drama,167380,A Dog's Purpose ,1,4.0,2017
4012,Animation,Animation|Comedy,167772,The Spirit of Christmas ,1,1.0,1995
4013,Comedy,Comedy,167854,"Dana Carvey: Straight White Male, 60 ",1,4.0,2016
4014,Comedy,Comedy,169912,Denis Leary: No Cure for Cancer ,2,2.5,1993
4015,Children,Children|Comedy|Fantasy,170837,Life-Size ,1,4.0,2000
4016,Comedy,Comedy|Crime|Drama,170993,Mini's First Time ,1,4.0,2006
4017,Comedy,Comedy,171751,Munna bhai M.B.B.S. ,1,2.0,2003
4018,Comedy,Comedy|Sci-Fi|War,171811,Embassy ,1,4.0,2013
4019,Comedy,Comedy,172321,Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog ,1,2.0,2004
4020,Comedy,Comedy,173253,Vir Das: Abroad Understanding ,1,3.0,2017
4021,Comedy,Comedy,174681,"Oh, Hello: On Broadway ",1,3.0,2017
4022,Animation,Animation|Children|Comedy|Romance,176621,Boniface's Holiday ,1,2.0,1965
4023,Comedy,Comedy|Drama,176805,Little Boxes ,1,4.0,2017
4024,Comedy,Comedy,177185,Maz Jobrani: Immigrant ,1,4.0,2017
4025,Adventure,Adventure|Animation|Children,177765,Coco ,13,3.3846,2017
4026,Comedy,Comedy,179211,Christina P: Mother Inferior ,2,2.5,2017
4027,Comedy,Comedy,181065,Jack Whitehall: At Large ,2,3.5,2017
4028,Animation,Animation|Children|Comedy,182293,Hare-um Scare-um ,1,4.0,1939
4029,Animation,Animation|Comedy|Fantasy,182297,Porky in Wackyland ,1,4.0,1938
4030,Animation,Animation|Children|Comedy,182299,Porky's Hare Hunt ,1,4.0,1938
4031,Children,Children|Comedy|Sci-Fi,182731,Pixel Perfect ,1,4.0,2004
4032,Comedy,Comedy|Drama|Romance,184349,Elsa & Fred ,1,3.0,2005
4033,Comedy,Comedy,184791,Fred Armisen: Standup for Drummers ,2,3.0,2018
4034,Comedy,Comedy|Romance,68,French Twist (Gazon maudit) ,5,3.4,1995
4035,Crime,Crime|Drama|Romance,81,Things to Do in Denver When You're Dead ,14,3.0,1995
4036,Drama,Drama|Romance,85,Angels and Insects ,7,3.8571,1995
4037,Documentary,Documentary,116,Anne Frank Remembered ,5,3.8,1995
4038,Documentary,Documentary,581,"Celluloid Closet, The ",4,4.0,1995
4039,Comedy,Comedy|Drama,617,"Flower of My Secret, The (La flor de mi secreto) ",3,2.6667,1995
4040,Horror,Horror,735,Cemetery Man (Dellamorte Dellamore) ,7,3.8571,1994
4041,Drama,Drama,766,I Shot Andy Warhol ,4,3.5,1996
4042,Documentary,Documentary,791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The ",1,4.0,1994
4043,Drama,Drama,896,Wild Reeds (Les roseaux sauvages) ,2,2.5,1994
4044,Comedy,Comedy|Crime|Drama|Thriller,1034,Freeway ,5,2.8,1996
4045,Drama,Drama,1116,"Single Girl, A (Fille seule, La) ",1,4.0,1995
4046,Romance,Romance,1137,Hustler White ,1,4.0,1996
4047,Documentary,Documentary,1144,"Line King: The Al Hirschfeld Story, The ",1,4.0,1996
4048,Drama,Drama,1366,"Crucible, The ",5,3.8,1996
4049,Crime,Crime|Drama|Romance,1411,Hamlet ,16,3.9375,1996
4050,Drama,Drama,1417,"Portrait of a Lady, The ",2,3.0,1996
4051,Action,Action|Crime|Drama,384,Bad Company ,2,3.0,1995
4052,Action,Action|Adventure|Crime|Thriller,464,Hard Target ,10,2.9,1993
4053,Action,Action|Adventure|Fantasy|Mystery,533,"Shadow, The ",18,2.8333,1994
4054,Comedy,Comedy|Fantasy|Horror,1241,Dead Alive (Braindead) ,10,3.9,1992
4055,Comedy,Comedy|Horror|Thriller,1321,"American Werewolf in London, An ",23,3.3043,1981
4056,Drama,Drama|Horror|Thriller,1337,"Body Snatcher, The ",1,4.0,1945
4057,Drama,Drama|Horror|Sci-Fi,1340,"Bride of Frankenstein, The (Bride of Frankenstein) ",3,3.0,1935
4058,Comedy,Comedy,1760,Spice World ,10,1.1,1997
4059,Horror,Horror,1771,Night Flier ,1,4.0,1997
4060,Horror,Horror|Mystery|Thriller,1974,Friday the 13th ,16,2.8125,1980
4061,Horror,Horror,1981,Friday the 13th Part VIII: Jason Takes Manhattan ,3,2.0,1989
4062,Drama,Drama|Sci-Fi,2117,1984 (Nineteen Eighty-Four) ,14,3.6429,1984
4063,Horror,Horror|Thriller,2122,Children of the Corn ,11,2.2727,1984
4064,Adventure,Adventure|Animation|Children|Drama|Fantasy,2138,Watership Down ,10,3.9,1978
4065,Thriller,Thriller,2298,Strangeland ,1,4.0,1998
4066,Drama,Drama|Thriller,2419,Extremities ,2,3.5,1986
4067,Horror,Horror|Sci-Fi,2456,"Fly II, The ",9,2.2222,1989
4068,Drama,Drama,2522,Airport '77 ,4,3.25,1977
4069,Action,Action|Adventure|Crime|Sci-Fi|Thriller,2625,Black Mask (Hak hap) ,2,2.0,1996
4070,Horror,Horror,2651,Frankenstein Meets the Wolf Man ,1,1.0,1943
4071,Horror,Horror,2782,Pit and the Pendulum ,3,3.0,1961
4072,Horror,Horror,2784,"Masque of the Red Death, The ",2,3.0,1964
4073,Horror,Horror|Thriller,2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) ",2,2.0,1981
4074,Action,Action,2817,Aces: Iron Eagle III ,3,2.0,1992
4075,Horror,Horror,2868,Fright Night Part II ,2,2.0,1988
4076,Horror,Horror|Thriller,2992,Rawhead Rex ,1,3.0,1986
4077,Comedy,Comedy|Horror,3013,Bride of Re-Animator ,1,4.0,1990
4078,Comedy,Comedy|Horror|Sci-Fi,3018,Re-Animator ,10,3.2,1985
4079,Action,Action|Adventure|Fantasy,3153,"7th Voyage of Sinbad, The ",5,4.2,1958
4080,Documentary,Documentary,3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. ",5,3.8,1999
4081,Action,Action|Crime|Thriller|Western,3267,"Mariachi, El ",18,3.4444,1992
4082,Action,Action|Horror,3563,"Crow: Salvation, The ",3,2.3333,2000
4083,Horror,Horror|Western,3727,Near Dark ,8,4.25,1987
4084,Action,Action|War,3768,Braddock: Missing in Action III ,2,1.0,1988
4085,Drama,Drama|Thriller,3810,White Sands ,3,3.0,1992
4086,Horror,Horror,3840,Pumpkinhead ,5,2.4,1988
4087,Romance,Romance|Sci-Fi,4092,Cherry 2000 ,2,2.0,1987
4088,Drama,Drama|Thriller,4109,Flowers in the Attic ,7,2.2857,1987
4089,Comedy,Comedy,4214,Revenge of the Nerds ,13,2.7692,1984
4090,Comedy,Comedy|Drama,4254,Crocodile Dundee in Los Angeles ,13,1.9231,2001
4091,Documentary,Documentary,4304,Startup.com ,5,3.6,2001
4092,Drama,Drama,4316,Ice Castles ,2,1.5,1978
4093,Action,Action|Drama|Romance|Thriller,4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) ",3,3.6667,1972
4094,Comedy,Comedy|Musical|Sci-Fi,4587,Earth Girls Are Easy ,8,2.125,1988
4095,Drama,Drama,4599,Great Balls of Fire! ,2,2.5,1989
4096,Animation,Animation|Comedy|Musical,4624,Meet the Feebles ,3,3.0,1989
4097,Crime,Crime|Horror|Thriller,4645,Cure ,1,4.0,1997
4098,Crime,Crime|Drama|Thriller,4661,Sea of Love ,2,3.0,1989
4099,Comedy,Comedy,4678,UHF ,9,3.2222,1989
4100,Comedy,Comedy|Crime,4774,Big Trouble ,6,1.8333,2002
4101,Action,Action|Adventure|Drama|Romance|Thriller,4800,King Solomon's Mines ,1,2.0,1937
4102,Action,Action|Animation|Sci-Fi,4850,Spriggan (Supurigan) ,4,3.0,1998
4103,Comedy,Comedy|Sci-Fi,4909,"Incredible Shrinking Woman, The ",2,2.0,1981
4104,Action,Action|Adventure|Sci-Fi,4987,Spacehunter: Adventures in the Forbidden Zone ,2,2.0,1983
4105,Horror,Horror,5165,Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2) ,2,4.0,1979
4106,Crime,Crime|Drama|Thriller,5294,Frailty ,11,3.7273,2001
4107,Drama,Drama|Romance,5346,Wild Orchid ,2,1.5,1990
4108,Action,Action|Comedy,5438,Men at Work ,4,2.75,1990
4109,Action,Action|Adventure|Drama|Thriller,5479,K-19: The Widowmaker ,6,3.5,2002
4110,Horror,Horror,5588,"Hills Have Eyes, The ",2,3.0,1977
4111,Horror,Horror|Sci-Fi,5640,"Godzilla, King of the Monsters! (Kaijû-ô Gojira) ",1,3.0,1956
4112,Comedy,Comedy,5650,Strange Brew ,11,3.3636,1983
4113,Drama,Drama|Horror,5749,Ghost Story ,1,3.0,1981
4114,Comedy,Comedy,6203,Life Stinks ,2,1.0,1991
4115,Action,Action|Drama|Thriller,6219,"Hunted, The ",3,3.0,2003
4116,Action,Action|Animation|Sci-Fi|Thriller,6283,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) ,20,3.55,2001
4117,Documentary,Documentary,6327,"Decade Under the Influence, A ",3,3.0,2003
4118,Documentary,Documentary,6375,Gigantic (A Tale of Two Johns) ,4,3.75,2002
4119,Action,Action|Drama|Horror|Sci-Fi|Thriller,6395,"Crazies, The (a.k.a. Code Name: Trixie) ",1,3.0,1973
4120,Drama,Drama|Western,6461,"Unforgiven, The ",6,3.6667,1960
4121,Comedy,Comedy|Drama,6620,American Splendor ,18,3.6111,2003
4122,Crime,Crime|Horror|Mystery|Thriller,6629,House of Wax ,3,3.3333,1953
4123,Comedy,Comedy|Romance,6638,Valley Girl ,3,2.0,1983
4124,Drama,Drama|Sci-Fi,6678,"Handmaid's Tale, The ",1,3.0,1990
4125,Horror,Horror|Sci-Fi|Thriller,6731,Day of the Dead ,8,3.25,1985
4126,Comedy,Comedy|Horror,6744,Once Bitten ,4,1.75,1985
4127,Drama,Drama|Horror|Thriller,6820,Ginger Snaps ,6,3.8333,2000
4128,Documentary,Documentary,6963,Devil's Playground ,2,4.0,2002
4129,Animation,Animation|Drama|Sci-Fi|War,7118,Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) ,2,3.5,1987
4130,Adventure,Adventure|Comedy,7308,King Solomon's Mines ,1,2.0,1985
4131,Drama,Drama|Horror,7492,Martin ,1,4.0,1977
4132,Fantasy,Fantasy|Horror|Thriller,7561,Paperhouse ,1,3.0,1988
4133,Horror,Horror,7650,"Witchfinder General (Conquerer Worm, The) ",3,1.6667,1968
4134,Action,Action|Adventure|Crime|Thriller,7802,"Warriors, The ",8,3.875,1979
4135,Action,Action|Crime|Drama|Thriller,8016,"Getaway, The ",2,3.5,1972
4136,Drama,Drama|Sci-Fi,8147,Charly ,1,4.0,1968
4137,Drama,Drama|Musical,8266,Purple Rain ,5,2.2,1984
4138,Animation,Animation|Comedy|Drama|Fantasy|Sci-Fi,8426,Robot Carnival (Roboto kânibauru) ,1,4.0,1987
4139,Action,Action|Thriller,8501,"Hitcher, The ",4,3.5,1986
4140,Crime,Crime|Drama|Horror,8507,Freaks ,9,3.0,1932
4141,Documentary,Documentary|Drama,8581,Pirates of Silicon Valley ,4,3.75,1999
4142,Drama,Drama|Horror|Mystery|Romance|Thriller,27317,Audition (Ôdishon) ,5,3.4,1999
4143,Documentary,Documentary,27873,Metallica: Some Kind of Monster ,3,2.6667,2004
4144,Drama,Drama,2114,"Outsiders, The ",16,3.5625,1983
4145,Comedy,Comedy|Drama,2398,Miracle on 34th Street ,17,3.8235,1947
4146,Drama,Drama|Fantasy|Musical|Romance,54190,Across the Universe ,11,4.0,2007
4147,Action,Action|Adventure,1606,Kull the Conqueror ,3,2.3333,1997
4148,Adventure,Adventure|Children|Fantasy|Western,2103,Tall Tale ,3,2.3333,1995
4149,Comedy,Comedy|Drama,1529,Nowhere ,3,3.0,1997
4150,Drama,Drama,1659,Hurricane Streets ,1,4.0,1997
4151,Crime,Crime,2280,Clay Pigeons ,2,3.0,1998
4152,Action,Action|Sci-Fi|Thriller,2600,eXistenZ ,22,3.6818,1999
4153,Comedy,Comedy|Drama,3071,Stand and Deliver ,9,3.3333,1988
4154,Comedy,Comedy,3690,Porky's Revenge ,5,2.0,1985
4155,Drama,Drama,4126,Less Than Zero ,4,3.5,1987
4156,Comedy,Comedy,4732,Bubble Boy ,9,1.6667,2001
4157,Comedy,Comedy|Crime,4954,Ocean's Eleven (a.k.a. Ocean's 11) ,11,3.4545,1960
4158,Action,Action|Comedy|Crime|Drama|Thriller,5027,Another 48 Hrs. ,5,2.8,1990
4159,Animation,Animation|Sci-Fi,5072,Metropolis ,13,3.6923,2001
4160,Action,Action|Comedy,5246,Smokey and the Bandit II ,4,2.0,1980
4161,Action,Action|Comedy,5247,Smokey and the Bandit ,9,2.5556,1977
4162,Documentary,Documentary,5619,"Trials of Henry Kissinger, The ",2,4.0,2002
4163,Comedy,Comedy|Drama,5792,Roger Dodger ,6,3.5,2002
4164,Action,Action|Crime|Drama,6051,"Harder They Come, The ",3,4.0,1973
4165,Crime,Crime|Drama,6288,Better Luck Tomorrow ,4,3.5,2002
4166,Comedy,Comedy|Romance,6367,Down with Love ,10,2.7,2003
4167,Drama,Drama,1942,All the King's Men ,4,4.0,1949
4168,Comedy,Comedy,3819,Tampopo ,3,4.0,1985
4169,Adventure,Adventure|Animation|Children,5109,Return to Never Land ,1,4.0,2002
4170,Action,Action|Drama|War,5420,Windtalkers ,8,2.75,2002
4171,Adventure,Adventure|Children|Drama|Fantasy|IMAX,71745,Where the Wild Things Are ,11,2.2727,2009
4172,Action,Action|Adventure|Children|Comedy|Fantasy,79139,"Sorcerer's Apprentice, The ",10,3.2,2010
4173,Comedy,Comedy|Drama,1958,Terms of Endearment ,22,3.7727,1983
4174,Comedy,Comedy|Drama|Romance,2262,About Last Night... ,9,3.0,1986
4175,Comedy,Comedy|Romance,3244,"Goodbye Girl, The ",12,3.5833,1977
4176,Comedy,Comedy|Drama|Romance,5380,"Importance of Being Earnest, The ",10,3.7,2002
4177,Comedy,Comedy|Musical|Romance,6183,Pillow Talk ,3,3.6667,1959
4178,Comedy,Comedy|Musical|Romance|Western,6785,Seven Brides for Seven Brothers ,4,3.5,1954
4179,Drama,Drama,233,Exotica ,12,3.5,1994
4180,Drama,Drama,2337,Velvet Goldmine ,4,3.25,1998
4181,Drama,Drama,3179,Angela's Ashes ,3,3.3333,1999
4182,Animation,Animation|Drama|Fantasy,4873,Waking Life ,19,3.5263,2001
4183,Comedy,Comedy|Crime,7367,"Ladykillers, The ",13,2.1538,2004
4184,Romance,Romance,50912,"Paris, I Love You (Paris, je t'aime) ",8,2.625,2006
4185,Comedy,Comedy|Crime,57522,First Sunday ,1,3.0,2008
4186,Adventure,Adventure|Comedy|Fantasy,58972,Nim's Island ,2,2.5,2008
4187,Adventure,Adventure|Comedy,59022,Harold & Kumar Escape from Guantanamo Bay ,12,3.0,2008
4188,Drama,Drama,62553,"Secret Life of Bees, The ",1,4.0,2008
4189,Drama,Drama|Romance,64114,Fireproof ,1,1.0,2008
4190,Adventure,Adventure|Children|Comedy,65088,Bedtime Stories ,11,3.1818,2008
4191,Adventure,Adventure|Animation|Children|Comedy|Fantasy,65577,"Tale of Despereaux, The ",1,3.0,2008
4192,Action,Action|Comedy|Crime,65802,Paul Blart: Mall Cop ,7,2.4286,2009
4193,Crime,Crime|Drama|Horror|Thriller,69140,Sweeney Todd ,1,4.0,2006
4194,Action,Action|Comedy|Drama|Thriller,70728,Bronson ,3,3.6667,2009
4195,Children,Children|Comedy,77206,Diary of a Wimpy Kid ,1,3.0,2010
4196,Horror,Horror,77427,"Human Centipede, The (First Sequence) ",1,0.0,2009
4197,Children,Children|Comedy,79572,Ramona and Beezus ,1,2.0,2010
4198,Comedy,Comedy|Drama,80572,I'm Still Here ,1,4.0,2010
4199,Comedy,Comedy|Drama|Romance,80586,Flipped ,3,3.3333,2010
4200,Action,Action|Comedy|Documentary,81156,Jackass 3D ,6,3.8333,2010
4201,Drama,Drama,81819,Biutiful ,2,4.0,2010
4202,Comedy,Comedy,86014,Diary of a Wimpy Kid: Rodrick Rules ,1,3.0,2011
4203,Action,Action|Drama,86815,Soul Surfer ,1,3.0,2011
4204,Adventure,Adventure|Comedy|Drama,87194,The Way ,2,3.0,2010
4205,Adventure,Adventure|Comedy|Romance,88108,Monte Carlo ,1,3.0,2011
4206,Comedy,Comedy,90890,Jack and Jill ,5,2.0,2011
4207,Drama,Drama|War,91126,War Horse ,3,2.6667,2011
4208,Comedy,Comedy|Drama,91653,We Bought a Zoo ,5,3.0,2011
4209,Animation,Animation|Comedy,91671,Alvin and the Chipmunks: Chipwrecked ,2,1.0,2011
4210,Action,Action|Drama,91976,"Grey, The ",6,2.8333,2012
4211,Drama,Drama,96728,"Master, The ",6,3.8333,2012
4212,Animation,Animation|Comedy|Drama|Fantasy|Sci-Fi,99764,It's Such a Beautiful Day ,2,4.0,2012
4213,Drama,Drama,106766,Inside Llewyn Davis ,6,3.3333,2013
4214,Comedy,Comedy|Crime|Drama|Mystery|Romance,116799,Inherent Vice ,5,3.4,2014
4215,Action,Action|Adventure|Children|Mystery|Sci-Fi,132046,Tomorrowland ,6,2.1667,2015
4216,Drama,Drama,134881,Love & Mercy ,3,4.3333,2014
4217,Musical,Musical,938,Gigi ,6,3.0,1958
4218,Action,Action|Drama|Thriller,1833,Mercury Rising ,13,2.8462,1998
4219,Comedy,Comedy,2325,Orgazmo ,13,2.8462,1997
4220,Drama,Drama|Horror|Thriller,2551,Dead Ringers ,8,3.625,1988
4221,Comedy,Comedy|Romance,2837,Bedrooms & Hallways ,1,3.0,1998
4222,Comedy,Comedy|Drama|Musical,3163,Topsy-Turvy ,4,3.75,1999
4223,Comedy,Comedy|Drama,3325,"Next Best Thing, The ",3,2.0,2000
4224,Comedy,Comedy|Romance,3719,Love's Labour's Lost ,2,3.0,2000
4225,Drama,Drama,3746,Butterfly (La lengua de las mariposas) ,2,4.0,1999
4226,Comedy,Comedy,4476,Big Business ,3,2.3333,1988
4227,Comedy,Comedy,4663,She's Out of Control ,3,2.6667,1989
4228,Comedy,Comedy,4676,Troop Beverly Hills ,6,1.6667,1989
4229,Comedy,Comedy|Romance,4740,Maybe Baby ,1,3.0,2000
4230,Drama,Drama|Musical|Romance,4912,Funny Girl ,4,3.75,1968
4231,Action,Action|Adventure|Sci-Fi,4941,Flash Gordon ,8,3.125,1980
4232,Action,Action|Animation|Children|Comedy,5460,"Powerpuff Girls, The ",3,3.6667,2002
4233,Comedy,Comedy|Romance,6012,"Guy Thing, A ",4,2.5,2003
4234,Comedy,Comedy|Musical,6030,Girls! Girls! Girls! ,1,2.0,1962
4235,Comedy,Comedy|Romance,6060,"Guru, The ",2,3.0,2002
4236,Adventure,Adventure|Children,6169,"Black Stallion Returns, The ",2,2.5,1983
4237,Comedy,Comedy,6579,"One, Two, Three ",2,3.5,1961
4238,Drama,Drama|Romance,7034,Show Me Love (Fucking Åmål) ,8,3.75,1998
4239,Comedy,Comedy|Fantasy,7036,Teen Wolf ,7,2.8571,1985
4240,Comedy,Comedy|Musical|Romance,7050,Follow the Fleet ,2,3.5,1936
4241,Comedy,Comedy|Fantasy|Romance,7380,Ella Enchanted ,7,3.1429,2004
4242,Comedy,Comedy|Romance,8643,"Cinderella Story, A ",9,3.0,2004
4243,Comedy,Comedy|Musical,8796,"Funny Thing Happened on the Way to the Forum, A ",5,2.8,1966
4244,Musical,Musical|Romance,25937,Easter Parade ,3,3.0,1948
4245,Action,Action|Comedy,32300,D.E.B.S. ,3,2.6667,2004
4246,Comedy,Comedy|Drama,45175,Kinky Boots ,4,3.75,2005
4247,Adventure,Adventure|Crime|Thriller,53466,Nancy Drew ,3,2.6667,2007
4248,Comedy,Comedy|Drama|Romance,54780,"Nanny Diaries, The ",3,3.0,2007
4249,Comedy,Comedy,69988,Humpday ,1,2.0,2009
4250,Comedy,Comedy|Drama|Romance,80584,"Patrik Age 1.5 (Patrik 1,5) ",1,4.0,2008
4251,Action,Action|Comedy|Drama,85401,Super ,5,2.6,2010
4252,Action,Action|Comedy|Sci-Fi,93805,Iron Sky ,2,3.5,2012
4253,Adventure,Adventure|Comedy|Fantasy,94015,Mirror Mirror ,4,2.75,2012
4254,Comedy,Comedy|Romance,94150,Hysteria ,2,4.0,2011
4255,Adventure,Adventure|Animation|Children|Comedy,94833,"Pirates! Band of Misfits, The ",3,3.0,2012
4256,Drama,Drama,213,Burnt by the Sun (Utomlyonnye solntsem) ,6,3.6667,1994
4257,Comedy,Comedy|Drama|War,665,Underground ,3,4.0,1995
4258,Comedy,Comedy|Musical,935,"Band Wagon, The ",3,3.6667,1953
4259,Documentary,Documentary,1111,Microcosmos (Microcosmos: Le peuple de l'herbe) ,4,4.0,1996
4260,Drama,Drama|War,1178,Paths of Glory ,12,4.4167,1957
4261,Drama,Drama|Mystery,1354,Breaking the Waves ,7,4.0,1996
4262,Drama,Drama,2131,Autumn Sonata (Höstsonaten) ,4,4.5,1978
4263,Animation,Animation|Sci-Fi,2495,"Fantastic Planet, The (Planète sauvage, La) ",3,3.6667,1973
4264,Comedy,Comedy|Crime|Drama|Fantasy,2931,Time of the Gypsies (Dom za vesanje) ,3,4.0,1989
4265,Comedy,Comedy,3306,"Circus, The ",4,3.75,1928
4266,Comedy,Comedy|Drama,3310,"Kid, The ",5,4.0,1921
4267,Animation,Animation|Sci-Fi,3592,"Time Masters (Maîtres du temps, Les) ",1,4.0,1982
4268,Adventure,Adventure|Comedy|Romance,3629,"Gold Rush, The ",7,3.8571,1925
4269,Documentary,Documentary,3677,Baraka ,4,4.0,1992
4270,Adventure,Adventure|Animation|Fantasy|Sci-Fi,3687,Light Years (Gandahar) ,1,5.0,1988
4271,Drama,Drama|War,3742,Battleship Potemkin ,10,3.5,1925
4272,Comedy,Comedy,3821,Nutty Professor II: The Klumps ,16,2.125,2000
4273,Drama,Drama,4325,"Night, The (Notte, La) ",1,4.0,1960
4274,Drama,Drama|Romance,4788,Moscow Does Not Believe in Tears (Moskva slezam ne verit) ,1,5.0,1979
4275,Drama,Drama|Romance|War,5373,"Cranes Are Flying, The (Letyat zhuravli) ",1,4.0,1957
4276,Crime,Crime|Drama,5888,Brother (Brat) ,1,5.0,1997
4277,Drama,Drama|Romance,5889,"Cruel Romance, A (Zhestokij Romans) ",1,5.0,1984
4278,Comedy,Comedy|Crime,5912,Hit the Bank (Vabank) ,1,4.0,1981
4279,Crime,Crime|Drama|Thriller,6187,"Life of David Gale, The ",8,3.625,2003
4280,Documentary,Documentary,6433,"Man with the Movie Camera, The (Chelovek s kino-apparatom) ",3,3.3333,1929
4281,Drama,Drama,6643,Tokyo Story (Tôkyô monogatari) ,4,2.25,1953
4282,Drama,Drama,6777,Judgment at Nuremberg ,5,3.4,1961
4283,Drama,Drama,6985,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) ",5,3.6,1928
4284,Mystery,Mystery|Thriller,7347,Secret Window ,15,3.1333,2004
4285,Drama,Drama|Mystery|Thriller,7371,Dogville ,20,3.75,2003
4286,Drama,Drama,8025,The Thief ,1,4.0,1997
4287,Comedy,Comedy|Crime|Romance,8033,How to Steal a Million ,3,3.6667,1966
4288,Drama,Drama|Romance|War,8197,Hiroshima Mon Amour ,1,4.0,1959
4289,Comedy,Comedy,8511,"Immigrant, The ",1,4.0,1917
4290,Drama,Drama|Romance,8638,Before Sunset ,15,3.6,2004
4291,Crime,Crime|Drama,8656,"Short Film About Killing, A (Krótki film o zabijaniu) ",2,3.5,1988
4292,Drama,Drama|Romance,9010,Love Me If You Dare (Jeux d'enfants) ,5,4.0,2003
4293,Drama,Drama,26082,Harakiri (Seppuku) ,3,4.3333,1962
4294,Drama,Drama|War,26150,Andrei Rublev (Andrey Rublyov) ,1,4.0,1969
4295,Action,Action|Adventure|Comedy|Drama|Romance|War,26236,"White Sun of the Desert, The (Beloe solntse pustyni) ",1,4.0,1970
4296,Drama,Drama|Romance,26237,Zabriskie Point ,1,4.0,1970
4297,Comedy,Comedy|Drama|Romance,26347,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) ",1,4.0,1975
4298,Comedy,Comedy|Documentary,26471,Eddie Murphy Delirious ,4,4.25,1983
4299,Crime,Crime|Drama|Romance,26587,"Decalogue, The (Dekalog) ",1,5.0,1989
4300,Adventure,Adventure|Animation|Children|Drama|Fantasy,26662,Kiki's Delivery Service (Majo no takkyûbin) ,17,3.8824,1989
4301,Adventure,Adventure|Drama|Fantasy|Horror|Sci-Fi,26849,"Stand, The ",1,5.0,1994
4302,Animation,Animation|Drama|Romance,26903,Whisper of the Heart (Mimi wo sumaseba) ,5,3.4,1995
4303,Action,Action|Crime|Fantasy,27134,Dark Portals: The Chronicles of Vidocq  (Vidocq) ,1,4.0,2001
4304,Drama,Drama,27803,"Sea Inside, The (Mar adentro) ",8,3.75,2004
